,CMPD_CHEMBLID,CANONICAL_SMILES,STANDARD_VALUE
1023,CHEMBL304552,Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(OCCN5CCCCC5)cc4,0.8
1024,CHEMBL304552,Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(OCCN5CCCCC5)cc4,0.8
1025,CHEMBL360498,Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(cc4)N5CCN(CC5)C(=O)c6ccccc6,0.86
1026,CHEMBL180995,C[C@@H](COc1ccc(cc1)[C@@H]2Oc3ccc(O)c(F)c3[C@@H](C)[C@@H]2c4ccc(O)cc4)N5CC[C@@H](C)C5,0.9
1027,CHEMBL183371,CC1(C)CCCN1CCOc2ccc(cc2)[C@@H]3Oc4ccc(O)cc4S[C@@H]3c5ccc(O)cc5,0.9
1028,CHEMBL4059818,CC(C)(C)c1ccccc1c2sc3cc(O)ccc3c2Oc4ccc(\C=C\C(=O)O)cc4,1.0
1029,CHEMBL1086775,Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@@H]3c5ccc(OCCN6CCCC6)cc5,1.2
1030,CHEMBL184974,Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(OCCN5CCC6(CCCC6)CC5)cc4,1.2
1031,CHEMBL94225,Oc1cccc(c1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(OCCNC5CCCCCC5)cc4,1.2
1032,CHEMBL3775908,C[C@H](CF)CN1[C@H](C)Cc2cc(O)ccc2[C@H]1c3c(F)cc(\C=C\C(=O)O)cc3F,1.3
1033,CHEMBL180300,C[C@@H](COc1ccc(cc1)[C@@H]2Oc3ccc(O)cc3S[C@@H]2c4ccc(O)cc4)N5CCCC5,1.3
1034,CHEMBL180792,C[C@H](COc1ccc(cc1)[C@@H]2Oc3ccc(O)cc3S[C@@H]2c4ccc(O)cc4)N5CCCC5,1.3
1035,CHEMBL368449,C[C@@H](COc1ccc(cc1)[C@@H]2Oc3ccc(O)cc3[C@@H](C)[C@@H]2c4ccc(O)cc4)N5CC[C@@H](C)C5,1.3
1036,CHEMBL124474,Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(CCCN5CCCCC5)cc4,1.4
1037,CHEMBL135,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O,1.6
1038,CHEMBL3775795,C[C@@H]1Cc2cc(O)ccc2[C@H](N1c3ccc(OC(F)(F)F)cc3)c4ccc(\C=C\C(=O)O)cc4,1.7
1039,CHEMBL180973,Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(cc4)N5CCN(CC5)C(=O)c6ccccc6Cl,1.72
1040,CHEMBL81,Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(OCCN5CCCCC5)cc4,1.8
1041,CHEMBL81,Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(OCCN5CCCCC5)cc4,1.8
1042,CHEMBL81,Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(OCCN5CCCCC5)cc4,1.8
1043,CHEMBL4101697,CC(C)c1ccc(cc1)N2CCc3cc(O)ccc3C2(C)c4ccc(\C=C\C(=O)O)cc4,1.8
1044,CHEMBL101083,CC1(N(CCc2cc(O)ccc12)c3ccc(F)cc3)c4ccc(OCCN5CCCCC5)cc4,1.9
1045,CHEMBL101083,CC1(N(CCc2cc(O)ccc12)c3ccc(F)cc3)c4ccc(OCCN5CCCCC5)cc4,1.901
1046,CHEMBL184431,OCC1CCN(CCOc2ccc(cc2)[C@@H]3Oc4ccc(O)cc4S[C@@H]3c5ccc(O)cc5)CC1,2.2
1047,CHEMBL184491,NC(=O)C1CCN(CCOc2ccc(cc2)[C@@H]3Oc4ccc(O)cc4S[C@@H]3c5ccc(O)cc5)CC1,2.2
1048,CHEMBL2403356,CCCC(CCC)(c1ccc(O)c(C)c1)c2ccc(O)c(C)c2,2.22
1049,CHEMBL122237,Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(COCCN5CCCCC5)cc4,2.3
1050,CHEMBL81,Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(OCCN5CCCCC5)cc4,2.4
1051,CHEMBL92660,Oc1ccc(cc1)[C@@H]2Sc3c(Cl)c(O)ccc3O[C@@H]2c4ccc(OCCN5CCCCC5)cc4,2.4
1052,CHEMBL1087557,Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@@H]3c5ccc(OCCCN6C(=O)CCC6=O)cc5,2.63
1053,CHEMBL191836,Oc1ccc(cc1)C2=C(c3ccccc3)c4cc(O)cc(O)c4C2=O,3.0
1054,CHEMBL4064146,COCc1ccccc1c2sc3cc(O)ccc3c2Oc4ccc(\C=C\C(=O)O)cc4,3.0
1055,CHEMBL328190,Oc1ccc2[C@H]([C@H](CCc2c1)c3ccccc3)c4ccc(OCCN5CCCC5)cc4,3.1
1056,CHEMBL135,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O,3.2
1057,CHEMBL33899,CC\C(=C(/c1ccccc1)\c2ccc(\C=C\C(=O)O)cc2)\c3ccccc3,3.2
1058,CHEMBL1083186,CN(C)CCOc1ccc(cc1)[C@H]2Oc3cc(O)ccc3C4=C2c5ccc(O)cc5OCC4,3.3
1059,CHEMBL100763,CC1(N(CCc2cc(O)ccc12)c3ccc(Cl)cc3)c4ccc(OCCN5CCCC5)cc4,3.304
1060,CHEMBL94116,Oc1ccc(cc1)[C@@H]2Sc3c(Cl)cc(O)cc3O[C@@H]2c4ccc(OCCN5CCCCC5)cc4,3.4
1061,CHEMBL1627354,CCCCN(C)C(=O)CCCCCCCCCCS[C@@H]1Cc2cc(O)ccc2[C@H]3CC[C@]4(C)[C@@H](O)CC[C@H]4[C@H]13,3.5
1062,CHEMBL135,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O,3.6
1063,CHEMBL340606,Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(cc4)N5CCCNCC5,3.6
1065,CHEMBL3427390,OC(=O)\C=C\c1ccc(CC2=C(C(=O)Oc3cc(O)ccc23)c4ccc(Cl)cc4)cc1,3.7
1066,CHEMBL92027,Oc1cccc(c1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(OCCN5CCOCC5)cc4,3.8
1067,CHEMBL3427397,Cc1cc(F)ccc1C2=C(Cc3ccc(\C=C\C(=O)O)cc3)c4ccc(O)cc4OC2=O,3.9
1068,CHEMBL1402,CN(C)CCOc1ccc(cc1)\C(=C(\CCCl)/c2ccccc2)\c3ccc(O)cc3,4.0
1069,CHEMBL4070169,Cc1ccc(C(=O)c2sc3cc(O)ccc3c2Oc4ccc(\C=C\C(=O)O)cc4)c(C)c1,4.5
1070,CHEMBL1085161,COC(=O)COc1ccc(cc1)C2Oc3cc(O)ccc3C4=C2c5ccc(O)cc5OCC4,4.8
1071,CHEMBL1088629,CCN(CC)CCOc1ccc(cc1)[C@H]2Oc3cc(F)ccc3C4=C2c5ccc(O)cc5OCC4,5.0
1072,CHEMBL418327,Oc1ccc(cc1)C2=C(Oc3ccc(O)cc3S2)c4ccc(OCCN5CCCCC5)cc4,5.1
1073,CHEMBL100231,CC(C)c1ccc(cc1)N2CCc3cc(O)ccc3C2(C)c4ccc(OCCN5CCCCC5)cc4,5.2
1074,CHEMBL93705,Oc1cccc(c1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(OCCN5CCCCC5)cc4,5.4
1075,CHEMBL4099302,CN(CCO)C(=O)\C=C\c1ccc(cc1)C(=C2C3CC4CC(CC2C4)C3)c5ccc(O)cc5,5.4
1076,CHEMBL4087804,CCCCCc1ccc(cc1)N2CCc3cc(O)ccc3C2(C)c4ccc(\C=C\C(=O)O)cc4,5.5
1077,CHEMBL3427400,Cc1cc(F)ccc1C2=C(c3ccc(\C=C\C(=O)O)cc3)c4ccc(O)cc4OC2=O,5.8
1078,CHEMBL1088337,Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@H]3c5ccc(OCCN6C(=O)CCC6=O)cc5,6.2
1079,CHEMBL3774690,C[C@H](CF)CN1[C@H](C)Cc2cc(O)ccc2[C@H]1c3ccc(\C=C\C(=O)O)cc3,6.2
1080,CHEMBL3623001,CC(C)CN1[C@H](C)Cc2c([nH]c3ccccc23)[C@H]1c4ccc(\C=C\C(=O)O)cc4,6.457000000000001
1081,CHEMBL511971,Oc1ccc(cc1)C2=C(c3ccc(OCCN4CCCCC4)cc3)c5ccc(F)cc5OCC2,6.5
1082,CHEMBL511269,COc1ccc2C(=C(CCOc2c1)c3ccc(O)cc3)c4ccc(OCCN5CCC5)cc4,6.7
1083,CHEMBL3775540,CC(C)CN1[C@H](c2ccc(\C=C\C(=O)O)cc2)c3ccc(O)cc3CC1(C)C,7.0
1084,CHEMBL195515,CC\C(=C(/c1ccc(O)cc1)\c2ccc(\C=C\C(=O)O)cc2)\c3ccccc3,7.0
1085,CHEMBL371637,CCCN(c1c(C)cccc1CC)S(=O)(=O)c2ccc(O)c(C)c2,7.0
1086,CHEMBL4088736,CC(C)Cc1ccc(N2CCc3cc(O)ccc3C2(C)c4ccc(\C=C\C(=O)O)cc4)c(F)c1,7.0
1087,CHEMBL313825,CC(C)[C@H]1Sc2cc(O)ccc2O[C@H]1c3ccc(OCCN4CCCCC4)cc3,7.0
1088,CHEMBL4063001,CC1(N(CCc2cc(O)ccc12)c3ccc(F)cc3)c4ccc(\C=C\C(=O)O)cc4,7.0
1089,CHEMBL85536,Oc1ccc2O[C@H]([C@@H](Cc3ccccc3)Sc2c1)c4ccc(OCCN5CCCCC5)cc4,7.4
1090,CHEMBL1087419,Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4OC3c5ccc(OCCN6CCCCC6)cc5,8.0
1091,CHEMBL4076124,CC(F)(F)c1cc(F)ccc1c2sc3cc(O)ccc3c2Oc4ccc(\C=C\C(=O)O)cc4,8.9
1092,CHEMBL3815076,CCc1ccc2c(c1)C(Cc3cc(O)cc(C)c23)c4ccc(OCCN5CCOCC5)cc4,9.0
1093,CHEMBL4098470,CCCCNC(=O)\C=C\c1ccc(cc1)C(=C2C3CC4CC(CC2C4)C3)c5ccc(O)cc5,9.1
1094,CHEMBL2111532,Oc1ccc(cc1)[C@@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(OCCN5CCCCC5)cc4,9.6
1095,CHEMBL4098433,Oc1ccc(cc1)c2sc3cc(O)ccc3c2Oc4ccc(\C=C\C(=O)NCCC(F)(F)F)cc4,10.0
1096,CHEMBL10041,CC\C(=C(/c1ccccc1)\c2ccc(OCCN(C)C)cc2)\c3ccc(O)cc3,10.2
1097,CHEMBL226327,Oc1ccc2c(Oc3ccc(OCCN4CCCCC4)cc3)c(sc2c1)c5ccccc5,10.9
1098,CHEMBL1088485,Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@@H]3c5ccc(OCCN6CCCCC6)cc5,11.0
1099,CHEMBL1085668,CN(C)CCOc1ccc(cc1)[C@@H]2Oc3cc(O)ccc3C4=C2c5ccc(O)cc5OCC4,11.0
1100,CHEMBL104367,CC\C(=C(\c1ccc(O)cc1)/c2cccc(OCC(=O)O)c2)\c3ccccc3,11.0
1101,CHEMBL30707,Oc1ccc2c(OC(=O)c3c2oc4cc(O)ccc34)c1,11.0
1102,CHEMBL195515,CC\C(=C(/c1ccc(O)cc1)\c2ccc(\C=C\C(=O)O)cc2)\c3ccccc3,12.0
1103,CHEMBL4062045,NCCCNC(=O)\C=C\c1ccc(cc1)C(=C2C3CC4CC(CC2C4)C3)c5ccc(O)cc5,12.0
1104,CHEMBL186598,CCCc1cc(c(CC)cc1O)c2noc3cc(O)ccc23,13.0
1105,CHEMBL3657163,Cc1c(c2ccc(O)c(F)c2)n(Cc3ccc(OCCN4CCCCCC4)cc3)c5ccc(O)cc15,13.0
1106,CHEMBL489,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,17.0
1107,CHEMBL4087507,Cn1cnc(\C=C\c2ccc(Oc3c(sc4cc(O)ccc34)c5ccc(O)cc5)cc2)c1,17.0
1108,CHEMBL195371,Oc1ccc2c(c1)sc3c4ccccc4n(Cc5ccc(OCCN6CCCCCC6)cc5)c23,18.0
1109,CHEMBL3775378,CC(C)CN1[C@H](C)Cc2cc(O)ccc2[C@H]1c3ccc(\C=C\C(=O)O)cc3,19.0
1110,CHEMBL145576,CC1=C(c2ccc(O)cc2)C3(Cc4ccccc4C3)c5ccc(O)cc15,19.0
1112,CHEMBL394788,Oc1ccc2C(=O)N(C(=O)c2c1)c3ccc(O)cc3[N+](=O)[O-],21.0
1113,CHEMBL135,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O,21.04
1114,CHEMBL241485,C[C@H](CCc1ccc(O)cc1)NC(=O)Cc2c([nH]c3cc(OCCN4CCCC4)ccc23)c5ccccc5,22.0
1115,CHEMBL3775129,CN(C)CCOc1ccc(cc1)\C(=C(\C)/c2ccccc2)\c3ccc(OC(=O)C)cc3,22.0
1116,CHEMBL1086644,Oc1ccc2C3=C(CCCOc2c1)c4ccc(O)cc4OC3c5ccc(OCCN6CCCCC6)cc5,23.0
1117,CHEMBL46740,Cc1c(c2ccc(O)cc2)n(Cc3ccc(OCCN4CCCCCC4)cc3)c5ccc(O)cc15,23.0
1118,CHEMBL3657167,Oc1ccc(cc1)c2c(Cl)c3cc(O)ccc3n2Cc4ccc(OCCN5CCCCC5)cc4,24.0
1119,CHEMBL3775824,CC(C)CN1CCc2cc(O)ccc2[C@H]1c3ccc(\C=C\C(=O)O)cc3,26.0
1120,CHEMBL389683,Oc1ccc2c(Oc3ccc(OCCN4CCCCC4)cc3)c(sc2c1)c5ccc(Br)cc5,27.0
1121,CHEMBL328388,CC1(N(CCc2cc(O)ccc12)c3cccc(O)c3)c4ccc(OCCN5CCCC5)cc4,31.0
1122,CHEMBL214692,CCCC[C@@]12CCC(=O)C(=C1c3ccc4[nH]nnc4c3C2)c5cccs5,34.0
1123,CHEMBL3775006,CCCC(=O)Oc1ccc(cc1)\C(=C(\C)/c2ccccc2)\c3ccc(OCCN(C)C)cc3,34.5
1124,CHEMBL192539,CCC1=N[C@@H]([C@@H](N1)c2ccc(O)cc2)c3ccc(OCCN4CCCCC4)cc3,38.0
1125,CHEMBL4093325,CC1(N(CCc2cc(O)ccc12)c3ccc(cc3)C4CC4)c5ccc(\C=C\C(=O)O)cc5,39.0
1126,CHEMBL425439,CCCC[C@@]12CCC(=O)C(=C1c3ccc4[nH]ncc4c3C2=O)C(F)(F)F,40.0
1127,CHEMBL1087682,Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@H]3c5ccc(OCCCN6C(=O)CCC6=O)cc5,40.97
1128,CHEMBL264655,CCCN(c1ccccc1Cl)S(=O)(=O)c2ccc(O)cc2,42.0
1129,CHEMBL1087811,Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@@H]3c5ccc(OCCN6CCOCC6)cc5,43.0
1130,CHEMBL3775060,CC(C)CN1CCc2cc(O)c(C)cc2[C@H]1c3ccc(\C=C\C(=O)O)cc3,43.0
1131,CHEMBL384268,CCCC[C@@]12CCC(=O)C(=C1c3ccc4[nH]nc(F)c4c3C2)C(F)(F)F,49.2
1133,CHEMBL385680,CC[C@@]12CCC(=O)C(=C1c3ccc4[nH]nc(F)c4c3C2)C(F)(F)F,50.9
1134,CHEMBL208085,Oc1ccc2C3=C(COc2c1)c4ccc(O)cc4O[C@@H]3c5ccc(OCCN6CCCCC6)cc5,51.0
1135,CHEMBL4091898,OC(=O)\C=C\c1ccc(Oc2c(sc3cc(O)ccc23)c4ccccc4C(F)F)cc1,52.0
1136,CHEMBL372997,CCCN(c1ccccc1Br)S(=O)(=O)c2ccc(O)c(c2)C(F)(F)F,60.0
1137,CHEMBL3805921,CCCCCCNCCOc1ccc(cc1)C(=O)c2c(sc3cc(O)ccc23)c4ccc(O)cc4,61.0
1138,CHEMBL3657141,CCOc1ccc(cc1)c2c(C)c3cc(O)ccc3n2Cc4ccc(OCCN5CCCCC5)cc4,62.0
1139,CHEMBL195212,Oc1ccc2C(N(CCc2c1)c3ccccc3)c4ccc(cc4)N5CCN6CCCCC6C5,63.0
1140,CHEMBL186597,Cc1cc(c(O)cc1O)c2noc3cc(O)ccc23,65.0
1141,CHEMBL311640,Oc1ccc2c3Oc4cc(O)cc(O)c4C(=O)c3oc2c1,68.0
1142,CHEMBL3657184,Cc1c(c2ccc3OCOc3c2)n(Cc4ccc(OCCN5CCCCC5)cc4)c6ccc(O)cc16,70.0
1143,CHEMBL4106817,COCCCCCC[C@@H]1C[C@H]2[C@@H]3CC[C@H](O)C3CC[C@@H]2c4ccc(O)cc14,70.0
1144,CHEMBL100231,CC(C)c1ccc(cc1)N2CCc3cc(O)ccc3C2(C)c4ccc(OCCN5CCCCC5)cc4,70.96
1145,CHEMBL1097377,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@]2(O)c5ccc6COCc6c5,74.3
1146,CHEMBL30707,Oc1ccc2c(OC(=O)c3c2oc4cc(O)ccc34)c1,75.7
1147,CHEMBL1087298,Oc1ccc2C3=C(CCOc2c1)c4ccccc4O[C@@H]3c5ccc(OCCN6CCCCC6)cc5,76.0
1148,CHEMBL215428,CCC12CCC(=O)C(=C1c3ccc4[nH]nnc4c3C2)c5ccc(O)cc5,81.0
1149,CHEMBL1222036,OC(=O)\C=C\c1ccc2c(C(=O)c3ccc(OCCN4CCCCC4)cc3)c(sc2c1)c5ccc(O)cc5,82.0
1150,CHEMBL364492,CC(C)N1CCN(CC1)c2ccc(cc2)C3N(CCc4cc(O)ccc34)c5cccc(O)c5,83.0
1151,CHEMBL2403358,Cc1cc(ccc1O)C2(CCCC2)c3ccc(O)c(C)c3,84.0
1152,CHEMBL3622994,C[C@@H]1Cc2c([nH]c3ccccc23)[C@H](N1CCO)c4ccc(Cl)cc4,85.11
1153,CHEMBL218220,Oc1ccc(cc1)c2nn3c(cc(nc3c2c4ccc(OCCN5CCCCC5)cc4)C(F)(F)F)C(F)(F)F,90.0
1154,CHEMBL25228,Oc1ccc(cc1)C2=Cc3cc(O)ccc3C24C(=O)c5ccccc5C4=O,91.0
1155,CHEMBL222501,Oc1ccc(c(O)c1)c2nn(CC=C)c3c(cccc23)C(F)(F)F,93.0
1156,CHEMBL1627356,CN(C)C(=O)\C=C\c1ccc(S[C@@H]2Cc3cc(O)ccc3[C@H]4CC[C@]5(C)[C@@H](O)CC[C@H]5[C@H]24)cc1,94.0
1157,CHEMBL2403361,CCCC(CCC)(c1ccc(O)cc1)c2ccc(O)cc2,99.0
1158,CHEMBL3427410,Cc1cc(F)ccc1C2=C(Cc3ccc(\C=C\C(=O)O)cc3)c4ccc(CO)cc4OC2=O,100.0
1159,CHEMBL206547,CCC1Oc2c(C)c(O)ccc2c3ccc(O)c(C)c13,101.0
1160,CHEMBL365999,Oc1ccc2cc(ccc2c1)c3ccc(O)c(Cl)c3,107.0
1161,CHEMBL381976,CCCN(c1ccccc1C)S(=O)(=O)c2ccc(O)c(C)c2,109.0
1162,CHEMBL1083179,Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@H]3c5ccc(OCCN6CCSCC6)cc5,111.0
1163,CHEMBL4083087,Cc1ccc(cc1F)N2CCc3cc(O)ccc3C2(C)c4ccc(\C=C\C(=O)O)cc4,111.0
1164,CHEMBL4090556,CCC(C)c1ccc(cc1)N2CCc3cc(O)ccc3C2(C)c4ccc(\C=C\C(=O)O)cc4,112.0
1165,CHEMBL4090876,CC1(N(CCc2cc(O)ccc12)c3ccc(cc3)C(F)(F)F)c4ccc(\C=C\C(=O)O)cc4,119.0
1166,CHEMBL421368,Oc1ccc(cc1)C2CN(Cc3cc(O)ccc23)S(=O)(=O)c4ccccc4,120.0
1167,CHEMBL1086644,Oc1ccc2C3=C(CCCOc2c1)c4ccc(O)cc4OC3c5ccc(OCCN6CCCCC6)cc5,121.0
1168,CHEMBL380359,OCc1cc(O)cc2N=CN(C(=O)c12)c3ccc(O)cc3,121.0
1169,CHEMBL191711,Oc1cccc(c1)N2CCc3cc(O)ccc3C2c4ccc(cc4)N5CCN(CC6CC6)CC5,122.0
1170,CHEMBL4087507,Cn1cnc(\C=C\c2ccc(Oc3c(sc4cc(O)ccc34)c5ccc(O)cc5)cc2)c1,125.0
1171,CHEMBL511492,Fc1ccc(cc1)C2=C(c3ccc(OCCN4CCCC4)cc3)c5ccc(F)cc5OCC2,126.0
1172,CHEMBL208978,CCCCC12CCC(=O)C(=C1c3ccc(O)cc3C2)C(F)(F)F,128.0
1174,CHEMBL3360846,Oc1ccc(cc1)[C@H]2[C@@H](C(=O)N2c3ccc(O)cc3)c4ccc5ccccc5c4,150.0
1175,CHEMBL340111,Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(CN5CCCCC5)cc4,155.0
1176,CHEMBL1087919,CN(C)CCOc1ccc(cc1)[C@@H]2Oc3cc(O)ccc3C4=C2c5ccccc5OCC4,158.0
1177,CHEMBL3774652,COc1ccc2[C@H](N(CC(C)C)[C@H](C)Cc2c1)c3ccc(\C=C\C(=O)O)cc3,160.0
1178,CHEMBL192055,CCC1CN(CCN1C)c2ccc(cc2)C3N(CCc4cc(O)ccc34)c5ccccc5,162.0
1179,CHEMBL396118,C[C@H](CCc1ccc(O)cc1)NC(=O)Cc2c(c3ccccc3)n(C(=O)c4ccc(OCCN5CCCCC5)cc4)c6ccccc26,175.0
1180,CHEMBL1082529,CN(C)CCOc1ccc(cc1)[C@H]2Oc3cc(O)ccc3C4=C2c5ccccc5OCC4,180.0
1181,CHEMBL194326,Oc1ccc2cc(cc(C#N)c2c1)c3cc(F)c(O)cc3F,186.0
1182,CHEMBL539927,Oc1ccc(cc1)[C@@H]2Sc3cc(O)ccc3O[C@@H]2c4ccc(OCCN5CCCCC5)cc4,188.0
1183,CHEMBL1084127,CN(C)CCOc1ccc(cc1)[C@@H]2Oc3ccccc3C4=C2c5ccc(O)cc5OCC4,194.0
1184,CHEMBL1405,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CCC2=O,210.0
1185,CHEMBL3586194,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCNCCCCCCCCCCO)cc2)\c3ccccc3,210.0
1186,CHEMBL440283,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@]34C)[C@@H]1CC[C@@H]2O,210.0
1187,CHEMBL191974,Oc1ccc(cc1)c2ccc3cc(O)ccc3c2,211.0
1188,CHEMBL83,CC\C(=C(/c1ccccc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,226.0
1189,CHEMBL206727,CCc1c(O)ccc2c3ccc(O)c(F)c3OC(=O)c12,228.0
1190,CHEMBL3360843,Oc1ccc(cc1)[C@H]2[C@@H](C(=O)N2c3ccc(O)cc3)c4ccccc4,230.0
1191,CHEMBL193064,CCc1cc(cc2ccc(O)cc12)c3ccc(O)c(F)c3,235.0
1193,CHEMBL3427414,Cc1cc(F)ccc1C2=C(Oc3ccc(\C=C\C(=O)O)cc3)c4ccccc4OC2=O,248.0
1194,CHEMBL3427400,Cc1cc(F)ccc1C2=C(c3ccc(\C=C\C(=O)O)cc3)c4ccc(O)cc4OC2=O,256.0
1195,CHEMBL187207,Oc1cc(Br)c2oc(nc2c1)c3ccc(O)c(F)c3,260.0
1196,CHEMBL388418,Cc1c(\C=N\O)c2ccccc2n1c3ccc(O)cc3,270.0
1197,CHEMBL3657138,COc1ccc(cc1)c2c(C)c3cc(O)ccc3n2Cc4ccc(OCCN5CCCCC5)cc4,300.0
1198,CHEMBL44,Oc1ccc(cc1)C2=COc3cc(O)cc(O)c3C2=O,300.0
1200,CHEMBL381337,CC1Oc2c(C)c(O)ccc2c3ccc(O)c(C)c13,335.0
1201,CHEMBL83,CC\C(=C(/c1ccccc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,341.0
1202,CHEMBL426085,Oc1ccc(cc1Cl)c2ccc3c(Cl)c(O)ccc3c2,356.0
1204,CHEMBL379234,CCN(c1ccccc1)S(=O)(=O)c2ccc(O)cc2,404.0
1205,CHEMBL379543,CCCCC12CCC(=O)C(=C1c3ccc4[nH]ncc4c3C2)C5CC5,422.0
1206,CHEMBL437065,C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@]34C#C)C1CC[C@@H]2O,425.0
1207,CHEMBL186945,Cc1cc(ccc1O)c2noc3cc(O)ccc23,431.0
1208,CHEMBL2103774,C[C@@H]1CC2=C(CCC(=O)C2)[C@H]3CC[C@@]4(C)[C@@H](CC[C@@]4(O)C#C)[C@H]13,433.3
1209,CHEMBL213457,CC1=C2c3ccc4[nH]ncc4c3CC2(Cc5cccc(F)c5)CCC1=O,440.0
1210,CHEMBL3657176,Cc1c(c2ccccc2)n(Cc3ccc(OCCN4CCCCC4)cc3)c5ccccc15,450.0
1211,CHEMBL215593,CCC[C@@]12CCC(=O)C(=C1c3ccc(O)cc3C2)C,455.0
1212,CHEMBL425246,CC[C@@]12CCC(=O)C(=C1c3ccc4[nH]ncc4c3C2)Cl,470.0
1213,CHEMBL211493,CC1=C2c3ccc(O)cc3CC2(CCC1=O)c4ccccc4,481.0
1215,CHEMBL31127,Oc1ccc(cc1)[C@H]2Oc3cc(O)ccc3C(=O)[C@H]2c4ccc(O)cc4,490.0
1216,CHEMBL1096975,CCOC(=O)C1(Cc2ccc(cc2C1)[C@]3(O)CC[C@H]4[C@@H]5CCc6cc(O)ccc6[C@H]5CC[C@]34C)C(=O)OCC,492.04
1217,CHEMBL203340,Cc1c(O)c(Cl)cc2c3ccc(O)c(Cl)c3OC(=O)c12,524.0
1218,CHEMBL1087547,Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@H]3c5ccc(OCCCN6CCCCC6)cc5,590.0
1219,CHEMBL3774405,CC(C)CN1CCc2cc(O)ccc2[C@]1(C)c3ccc(\C=C\C(=O)O)cc3,590.0
1220,CHEMBL203348,Cc1c(O)c(Cl)c(C)c2c3ccc(O)c(Cl)c3OC(=O)c12,597.0
1221,CHEMBL204024,CC(C)CC1Oc2c(C)c(O)ccc2c3c(C)cc(O)cc13,627.0
1223,CHEMBL4088044,CCC(CC)(c1ccc(O)c(C)c1)c2ccc(O)c(O)c2,664.0
1224,CHEMBL4091321,Cc1ncccc1c2sc3cc(O)ccc3c2Oc4ccc(\C=C\C(=O)O)cc4,669.0
1225,CHEMBL4102815,OC(=O)\C=C\c1ccc(Oc2c(sc3cc(O)ccc23)c4ccc(O)cc4)cc1,748.0
1226,CHEMBL411,CC\C(=C(\CC)/c1ccc(O)cc1)\c2ccc(O)cc2,770.0
1227,CHEMBL187314,Oc1ccc2nc(oc2c1)c3ccc4cc(O)ccc4c3,780.0
1228,CHEMBL205934,Cc1cc(O)c(C)c2OC(=O)c3c(C)c(O)ccc3c12,785.0
1229,CHEMBL396947,Oc1ccc2C(=O)N(C(=O)c2c1)c3cccc4c(O)cccc34,802.0
1230,CHEMBL1087811,Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@@H]3c5ccc(OCCN6CCOCC6)cc5,816.0
1231,CHEMBL425399,CCN(c1ccccc1OC)S(=O)(=O)c2ccc(O)cc2,830.0
