,CMPD_CHEMBLID,CANONICAL_SMILES,STANDARD_VALUE
3036,CHEMBL192621,Oc1ccc2cc(ccc2c1)c3c(F)cc(O)cc3F,10.3
3037,CHEMBL3774494,CC(C)CN1CCc2cc(O)ccc2[C@@]1(C)c3ccc(\C=C\C(=O)O)cc3,11.0
3038,CHEMBL1087919,CN(C)CCOc1ccc(cc1)[C@@H]2Oc3cc(O)ccc3C4=C2c5ccccc5OCC4,11.1
3039,CHEMBL191841,CSC1=C(C(=O)c2cc(O)ccc12)c3ccc(O)cc3,12.0
3040,CHEMBL241257,C[C@H](CCc1ccc(O)cc1)NC(=O)Cc2c([nH]c3c(OCCCCCN4CCCCC4)cccc23)c5ccccc5,13.0
3041,CHEMBL100595,CC(C)c1cccc(c1)N2CCc3cc(O)ccc3C2(C)c4ccc(OCCN5CCCCC5)cc4,16.1
3042,CHEMBL100595,CC(C)c1cccc(c1)N2CCc3cc(O)ccc3C2(C)c4ccc(OCCN5CCCCC5)cc4,16.11
3043,CHEMBL101382,Oc1ccc2C(N(CCc2c1)c3ccccc3)c4ccc(OCCN5CCCCC5)cc4,16.5
3044,CHEMBL539927,Oc1ccc(cc1)[C@@H]2Sc3cc(O)ccc3O[C@@H]2c4ccc(OCCN5CCCCC5)cc4,17.0
3045,CHEMBL101382,Oc1ccc2C(N(CCc2c1)c3ccccc3)c4ccc(OCCN5CCCCC5)cc4,19.0
3046,CHEMBL101719,CN(C)c1cccc(c1)N2CCc3cc(O)ccc3C2(C)c4ccc(OCCN5CCCCC5)cc4,19.8
3047,CHEMBL481189,Cc1c(nn(c2ccc(O)cc2)c1c3ccc(CCCN4CCCCC4)cc3)c5ccc(O)cc5,20.0
3048,CHEMBL394357,O\N=C\c1ccc(c2ccc(O)cc2)c3ccsc13,20.0
3049,CHEMBL331996,Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3S[C@H]2c4ccc(OCCN5CCCCC5)cc4,21.0
3050,CHEMBL216024,CC1=C2c3ccc(O)cc3CC2(Cc4ccc(Cl)cc4)CCC1=O,22.0
3051,CHEMBL195212,Oc1ccc2C(N(CCc2c1)c3ccccc3)c4ccc(cc4)N5CCN6CCCCC6C5,23.2
3052,CHEMBL195878,Oc1ccc(c(F)c1)c2ccc3cc(O)ccc3c2,24.0
3053,CHEMBL187219,Oc1ccc2c(noc2c1)c3ccc4c(O)cccc4c3,24.0
3054,CHEMBL93308,Oc1ccc(cc1)[C@@H]2Sc3c(O)cc(O)cc3O[C@@H]2c4ccc(OCCN5CCCCC5)cc4,25.0
3055,CHEMBL3235686,CCC[Si](CCC)(c1ccc(O)c(C)c1)c2ccc(O)c(C)c2,26.2
3056,CHEMBL100763,CC1(N(CCc2cc(O)ccc12)c3ccc(Cl)cc3)c4ccc(OCCN5CCCC5)cc4,27.0
3057,CHEMBL4098286,CC1(N(CCc2cc(O)ccc12)c3ccc(CC(F)(F)F)cc3)c4ccc(\C=C\C(=O)O)cc4,27.0
3058,CHEMBL24950,Oc1cccc(c1)C2=Cc3cc(O)ccc3C24Cc5ccccc5C4,28.0
3059,CHEMBL101807,CC1(N(CCc2cc(O)ccc12)c3ccccc3)c4ccc(OCCN5CCCCC5)cc4,28.97
3060,CHEMBL3657168,Oc1ccc(cc1)c2c(Cl)c3cc(O)ccc3n2Cc4ccc(OCCN5CCCCCC5)cc4,29.0
3061,CHEMBL150461,CC(=C(c1ccc(O)cc1)c2ccc(O)cc2)c3ccccc3,30.0
3062,CHEMBL347560,CN(CCCc1ccc(Cl)cc1)c2nc(NCCc3ccc(O)cc3)nc(n2)N4CCN(CCO)CC4,30.0
3063,CHEMBL371788,CC1=C(C(=O)c2c(O)cc(O)cc12)c3ccc(O)cc3,31.0
3064,CHEMBL92335,Cc1cc2S[C@H]([C@H](Oc2cc1O)c3ccc(OCCN4CCCCC4)cc3)c5ccc(O)cc5,34.9
3065,CHEMBL3597498,CC[C@H](C)[C@@H]1NC(=O)[C@@H](CSSC[C@H](NC(=O)[C@H](CC(C)C)NC1=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)N)C(=O)N)NC(=O)[C@@H](N)CCCCN,35.0
3066,CHEMBL3775342,OC(=O)\C=C\c1ccc(cc1)C2N(Cc3ccccc3)CCc4cc(O)ccc24,36.0
3067,CHEMBL4063737,CCc1ccccc1c2sc3cc(O)ccc3c2Oc4ccc(\C=C\C(=O)O)cc4,36.0
3068,CHEMBL222454,Oc1ccc(cc1)c2nn(C3CCCCC3)c4c(Cl)cccc24,37.0
3069,CHEMBL98558,CC1(N(CCc2cc(O)ccc12)c3ccccc3)c4ccc(OCCN5CCCC5)cc4,38.0
3070,CHEMBL4064926,NC(=O)\C=C\c1ccc(Oc2c(sc3cc(O)ccc23)c4ccc(O)cc4)cc1,40.0
3071,CHEMBL3427387,COc1cccc(c1)C2=C(Cc3ccc(\C=C\C(=O)O)cc3)c4ccc(O)cc4OC2=O,41.0
3072,CHEMBL3774659,CC(C)CN1CCc2cc(O)ccc2[C@@H]1c3ccc(\C=C\C(=O)O)cc3,42.0
3073,CHEMBL426461,CN1CCC(CC1)c2ccc(cc2)C3N(CCc4cc(O)ccc34)c5ccccc5,46.6
3074,CHEMBL3622999,C[C@H](CO)CN1[C@H](C)Cc2c([nH]c3ccccc23)[C@H]1c4ccc(\C=C\C(=O)O)cc4,46.77
3075,CHEMBL3657165,Cc1c(c2ccc(OC(F)(F)F)cc2)n(Cc3ccc(OCCN4CCCCC4)cc3)c5ccc(O)cc15,50.0
3076,CHEMBL4078577,OCCCNC(=O)\C=C\c1ccc(cc1)C(=C2C3CC4CC(CC2C4)C3)c5ccc(O)cc5,50.0
3077,CHEMBL1222035,CCCCN(C)C(=O)CCCCCCCCCC[C@@H]1Cc2cc(O)ccc2[C@H]3CC[C@]4(C)[C@@H](O)CC[C@H]4[C@H]13,50.0
3078,CHEMBL235496,COC(=O)C1=C(N)Oc2cc(O)ccc2C1c3ccc(OCc4ccccc4F)cc3,53.0
3079,CHEMBL451496,Oc1ccc(N2C(=O)c3ccc(O)cc3C2=O)c(F)c1,53.0
3080,CHEMBL4080411,CNC(=O)\C=C\c1ccc(Oc2c(sc3cc(O)ccc23)c4ccc(O)cc4)cc1,53.0
3081,CHEMBL4098078,OCCNC(=O)\C=C\c1ccc(Oc2c(sc3cc(O)ccc23)c4ccc(O)cc4)cc1,55.0
3082,CHEMBL439806,Oc1ccc2CC3(Cc2c1)C(=Cc4ccccc34)c5ccccc5,58.0
3083,CHEMBL195216,CCN1CCN(CC1C)c2ccc(cc2)C3N(CCc4cc(O)ccc34)c5ccccc5,64.0
3084,CHEMBL319678,CC1(N(CCc2cc(O)ccc12)c3cccc(Cl)c3)c4ccc(OCCN5CCCC5)cc4,66.0
3085,CHEMBL319678,CC1(N(CCc2cc(O)ccc12)c3cccc(Cl)c3)c4ccc(OCCN5CCCC5)cc4,66.07
3086,CHEMBL101719,CN(C)c1cccc(c1)N2CCc3cc(O)ccc3C2(C)c4ccc(OCCN5CCCCC5)cc4,71.0
3087,CHEMBL33890,CCCCCc1cc(O)cc2O[C@@H]([C@@H](C(=O)c12)c3ccc(O)cc3)c4ccc(OCCN5CCCCC5)cc4,71.0
3088,CHEMBL2403347,CCC(CC)(c1cc(C)c(O)c(C)c1)c2cc(C)c(O)c(C)c2,74.0
3089,CHEMBL192782,Oc1ccc(cc1)c2ccc3c(F)c(O)ccc3c2,77.0
3090,CHEMBL385358,CC1=C2c3ccc4[nH]ncc4c3CC2(Cc5ccc(F)cc5)CCC1=O,82.0
3091,CHEMBL194762,Oc1ccc(cc1)c2ccc3cc(O)cc(C#N)c3c2,84.0
3092,CHEMBL1782331,CCC(CC)(c1ccc(O)cc1)c2ccc(O)cc2,86.0
3093,CHEMBL323119,CN(C)c1cccc(c1)N2CCc3cc(O)ccc3C2(C)c4ccc(OCCN5CCCC5)cc4,93.97
3094,CHEMBL323119,CN(C)c1cccc(c1)N2CCc3cc(O)ccc3C2(C)c4ccc(OCCN5CCCC5)cc4,94.0
3095,CHEMBL3705039,Cc1c(c2ccc(O)cc2)n(Cc3ccc(OCC[N+](C)(C)C)cc3)c4ccc(O)cc14,100.0
3096,CHEMBL383112,CN(C)CCOc1ccc(cc1)\C(=C(\CCCCl)/c2ccccc2)\c3ccc(O)cc3,100.0
3097,CHEMBL426461,CN1CCC(CC1)c2ccc(cc2)C3N(CCc4cc(O)ccc34)c5ccccc5,106.0
3098,CHEMBL4069539,CC(C)c1ccc(cc1F)N2CCc3cc(O)ccc3C2(C)c4ccc(\C=C\C(=O)O)cc4,108.0
3099,CHEMBL424725,O=C1CCC2(Cc3ccccc3)Cc4c(ccc5[nH]ncc45)C2=C1c6ccc(OCCN7CCCCC7)cc6,110.0
3100,CHEMBL225022,CCCCn1nc(c2ccc(O)cc2O)c3ccc(O)cc13,112.0
3101,CHEMBL195208,CCc1cc(O)cc2ccc(cc12)c3ccc(O)c(F)c3,113.0
3102,CHEMBL2079587,C[C@]1(O)CC[C@H]2[C@@H]3CC[C@H]4Cc5n[nH]cc5C[C@]4(C)[C@H]3CC[C@]12C,113.0
3103,CHEMBL4073264,Cn1nnc(\C=C\c2ccc(cc2)C3(C)N(CCc4cc(O)ccc34)c5ccc(F)cc5)n1,113.0
3104,CHEMBL363177,Oc1ccc2cc(ccc2c1Cl)c3cc(F)c(O)cc3F,118.0
3105,CHEMBL1597831,O=C(CCCCCN1C(=S)Nc2ccccc2C1=O)N3CCC(CC3)N(Cc4ccccc4)c5ccccc5,120.0
3107,CHEMBL1086774,Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@H]3c5ccc(OCCN6CCCCCC6)cc5,128.0
3108,CHEMBL3360845,Oc1ccc(cc1)[C@H]2[C@H](Oc3ccccc3)C(=O)N2c4ccc(O)cc4,140.0
3109,CHEMBL231810,O\N=C\c1ccc(c2ccc(O)c(F)c2)c3ccccc13,148.0
3110,CHEMBL1087040,Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@@H]3c5cccc(OCCN6CCCCC6)c5,150.0
3111,CHEMBL425092,CCCc1c(O)cc(O)c2C(=O)C[C@H](Oc12)c3ccc(O)cc3,155.0
3112,CHEMBL191646,Oc1cccc(c1)N2CCc3cc(O)ccc3C2c4ccc(cc4)N5CCN(CC5)C6CCCCC6,177.0
3113,CHEMBL189287,Oc1ccc(c(O)c1)c2oc3ccc(O)cc3n2,190.0
3114,CHEMBL1628029,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@@H]1Cc2cc(O)ccc2[C@H]3CC[C@]4(C)[C@@H](O)CC[C@H]4[C@H]13,193.0
3115,CHEMBL221676,Oc1ccc(cc1)c2nn(Cc3ccccc3)c4c(cccc24)C(F)(F)F,196.0
3116,CHEMBL4063001,CC1(N(CCc2cc(O)ccc12)c3ccc(F)cc3)c4ccc(\C=C\C(=O)O)cc4,202.0
3117,CHEMBL3885342,CCC(=C(c1ccc(\C=C\C(=O)O)cc1)c2ccc(cc2)B(O)O)c3ccccc3,210.0
3118,CHEMBL381697,COc1c(C)c(Br)c2C(=O)Oc3c(C)c(O)ccc3c2c1C,225.0
3119,CHEMBL188846,Oc1ccc(c(F)c1)c2oc3c(C=C)cc(O)cc3n2,227.0
3120,CHEMBL3775176,CC(C)CN1[C@H](C)Cc2ccccc2[C@H]1c3ccc(\C=C\C(=O)O)cc3,230.0
3121,CHEMBL211666,BrC1=C2c3ccc4[nH]ncc4c3C[C@]2(CC5CC5)CCC1=O,230.0
3122,CHEMBL365941,Oc1ccc2cc(cc(C=O)c2c1)c3ccc(O)c(F)c3,231.0
3123,CHEMBL2112469,OC(=O)CCCOc1ccc(cc1)\C(=C\CCc2ccccc2)\c3ccc(O)cc3,235.0
3124,CHEMBL2401848,CC\C(=C(/c1ccccc1)\c2ccc(OCCN(C)Cc3ccc(cc3)c4cn(CCCCCC(=O)NO)nn4)cc2)\c5ccccc5,248.0
3125,CHEMBL210143,CCCCC1=C2c3ccc(O)cc3CC2(CCCC)CCC1=O,273.0
3126,CHEMBL1086644,Oc1ccc2C3=C(CCCOc2c1)c4ccc(O)cc4OC3c5ccc(OCCN6CCCCC6)cc5,280.0
3127,CHEMBL194265,Oc1ccc2nc(cc(Br)c2c1)c3ccc(O)c(F)c3,283.0
3128,CHEMBL384708,CC[C@H]1CC[C@@H]2C[C@]13Cc4cc(O)ccc4C3=C(C)C2=O,310.0
3129,CHEMBL1254532,Oc1ccc2nc(c3ccccc3)n(Cc4ccc(OCCN5CCCCC5)cc4)c2c1,310.0
3130,CHEMBL195280,Oc1ccc(cc1F)c2cc(C#N)c3c(F)c(O)ccc3c2,312.0
3131,CHEMBL201013,CN(C)CCOc1ccc(cc1)\C(=C(\CCCO)/c2ccccc2)\c3ccc(O)cc3,320.0
3132,CHEMBL1084913,OCCCOc1ccc(cc1)C2Oc3cc(O)ccc3C4=C2c5ccc(O)cc5OCC4,326.0
3133,CHEMBL202691,CCN(c1ccccc1)S(=O)(=O)c2ccc(O)c(C)c2,328.0
3134,CHEMBL363633,CC#Cc1cc(cc2ccc(O)cc12)c3ccc(O)c(F)c3,343.0
3135,CHEMBL362355,Oc1ccc2nc(oc2c1)c3cccc4c(Br)c(O)ccc34,373.0
3136,CHEMBL4066683,CC(C)c1ccc(N2CCc3cc(O)ccc3C2(C)c4ccc(\C=C\C(=O)O)cc4)c(F)c1,374.0
3137,CHEMBL44,Oc1ccc(cc1)C2=COc3cc(O)cc(O)c3C2=O,395.0
3138,CHEMBL44,Oc1ccc(cc1)C2=COc3cc(O)cc(O)c3C2=O,395.0
3139,CHEMBL44,Oc1ccc(cc1)C2=COc3cc(O)cc(O)c3C2=O,395.0
3140,CHEMBL1085899,CC(C)N(CCOc1ccc(cc1)[C@@H]2Oc3cc(O)ccc3C4=C2c5ccc(O)cc5OCC4)C(C)C,424.0
3141,CHEMBL204902,CCc1c(O)ccc2c3ccc(O)c(C)c3OC(=O)c12,484.0
3142,CHEMBL83,CC\C(=C(/c1ccccc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,500.0
3143,CHEMBL364329,CCc1cc(O)cc2nc(oc12)c3ccc(O)cc3,537.0
3144,CHEMBL187000,C\C=C/c1cc(O)cc2nc(oc12)c3ccc(O)cc3F,539.0
3145,CHEMBL30769,C[C@H]1[C@H](Oc2cc(O)cc(O)c2C1=O)c3ccc(OCCN4CCCCC4)cc3,551.0
3146,CHEMBL209269,CCCC[C@@]12CCC(=O)C(=C1c3ccc(O)cc3C2)C,567.0
3147,CHEMBL209269,CCCC[C@@]12CCC(=O)C(=C1c3ccc(O)cc3C2)C,567.0
3150,CHEMBL3622995,C[C@@H]1Cc2c([nH]c3ccccc23)[C@H](N1CCC(=O)O)c4ccc(Cl)cc4,776.25
3151,CHEMBL1162,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@]2(O)C#C,808.0
3152,CHEMBL188516,Oc1ccc(cc1)c2oc3c(cc(O)cc3n2)c4occc4,809.0
3153,CHEMBL188882,Oc1ccc(cc1)c2noc3cc(O)ccc23,815.0
3154,CHEMBL3897416,Cl.CN(C)CCCOc1ccc(cc1)\C(=C(\CCCO)/c2ccccc2)\c3ccc(O)cc3,990.0
3155,CHEMBL1087557,Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@@H]3c5ccc(OCCCN6C(=O)CCC6=O)cc5,1000.0
3156,CHEMBL1086388,Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@@H]3c5cccc(OCCN6CCSCC6)c5,1000.0
3157,CHEMBL219467,CN(C)CCOc1ccc(cc1)c2c(nn3c(cc(nc23)C(F)(F)F)C(F)(F)F)c4ccc(O)cc4,1000.0
3158,CHEMBL4086994,Cc1cc(\C=C\C(=O)O)ccc1Oc2c(sc3cc(O)ccc23)c4ccc(O)cc4,1030.0
3159,CHEMBL33625,O\N=C/1\[C@H]([C@H](Oc2cc(O)ccc12)c3ccc(OCCN4CCCCC4)cc3)c5ccc(O)cc5,1040.0
3160,CHEMBL371009,Oc1ccc2nc(cc(C#N)c2c1)c3ccc(O)c(F)c3,1047.0
3161,CHEMBL3427412,COc1ccc2C(=C(C(=O)Oc2c1)c3ccc(OC(F)(F)F)cc3)Cc4ccc(\C=C\C(=O)O)cc4,1100.0
3162,CHEMBL4080245,CC(C)c1ccc(cn1)N2CCc3cc(O)ccc3C2(C)c4ccc(\C=C\C(=O)O)cc4,1158.0
3163,CHEMBL1087546,Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@@H]3c5ccc(OCCCN6CCCCC6)cc5,1200.0
3164,CHEMBL2392777,Cc1cc(ccc1O)C(C)(C)c2ccc(O)c(C)c2,1200.0
3165,CHEMBL77930,CCC1Oc2cc(O)cc(O)c2N=C1c3ccc(O)cc3,1200.0
3166,CHEMBL1087298,Oc1ccc2C3=C(CCOc2c1)c4ccccc4O[C@@H]3c5ccc(OCCN6CCCCC6)cc5,1210.0
3167,CHEMBL33899,CC\C(=C(/c1ccccc1)\c2ccc(\C=C\C(=O)O)cc2)\c3ccccc3,1288.25
3169,CHEMBL193010,Oc1cccc(c1)c2ccc3c(O)cccc3c2,1452.0
3170,CHEMBL1084127,CN(C)CCOc1ccc(cc1)[C@@H]2Oc3ccccc3C4=C2c5ccc(O)cc5OCC4,1456.0
3171,CHEMBL379188,C[C@@]12CCC(=O)C(=C1c3ccc4[nH]ncc4c3C2)C(F)(F)F,1478.0
3172,CHEMBL1084922,CN1CCN(CCOc2ccc(cc2)[C@H]3Oc4cc(O)ccc4C5=C3c6ccc(O)cc6OCC5)CC1,1550.0
3173,CHEMBL1566820,Cc1nnc(SCC(=O)NC(=O)NCc2occc2)n1Cc3ccccc3,1562.5
3174,CHEMBL1084128,CCN(CC)CCOc1ccc(cc1)[C@H]2Oc3ccccc3C4=C2c5ccc(O)cc5OCC4,1570.0
3175,CHEMBL187115,COc1cc(O)c(C#N)c2cc(oc12)c3ccc(O)cc3,1650.0
3176,CHEMBL74757,CC1Oc2cc(O)ccc2N=C1c3ccc(O)cc3,1700.0
3177,CHEMBL494491,CC(C)CCc1cc(NCC(C)C)nc(NCc2ccccc2)n1,1800.0
3178,CHEMBL1087297,Oc1ccc2C3=C(CCOc2c1)c4ccccc4O[C@H]3c5ccc(OCCN6CCCCCC6)cc5,1920.0
3179,CHEMBL365045,Oc1cc(c2occc2)c3oc(nc3c1)c4ccc(O)c(F)c4,1980.0
3180,CHEMBL1671971,COc1cc(\C=C\2/SC(=O)NC2=O)ccc1Oc3ccc(cc3C(F)(F)F)C#N,2200.0
3181,CHEMBL1327407,Cc1cccc(c1)C(=O)Oc2cccc3c(O)cccc23,2290.0
3182,CHEMBL1083981,COC(=O)C(C)N1C(=O)S\C(=C\c2ccc(O)c(Cl)c2)\C1=O,2320.0
3183,CHEMBL192548,O=C(Oc1ccc2C(=CC(=O)Oc2c1)c3ccccc3)c4occc4,2320.0
3184,CHEMBL211837,CCC12CCC(=O)C(=C1c3ccc4[nH]nc(Cl)c4c3C2)C,2420.0
3185,CHEMBL238890,COc1ccccc1[C@H](c2cccc3ccccc23)[C@@](C)(C#N)C(=O)N4CCC(CC4)c5cccc(c5)C(F)(F)F,2430.0
3186,CHEMBL188792,COc1cc(O)cc2nc(oc12)c3ccc(O)cc3,2557.0
3187,CHEMBL361762,COc1cc(O)c(Br)c2nc(oc12)c3ccc(O)c(F)c3,2668.0
3188,CHEMBL289277,Cc1cc(O)c2C(=O)c3c(O)cc(O)cc3C(=O)c2c1,2700.0
3189,CHEMBL276030,Oc1ccc2C(=O)N(C(=O)c2c1)c3ccccc3,2700.0
3190,CHEMBL1405254,Cc1ccc(cc1)S(=O)(=O)Oc2cccc3c(O)cccc23,2870.0
3191,CHEMBL2403351,CCCCC(CCCC)(c1ccc(O)c(CC)c1)c2ccc(O)c(CC)c2,2900.0
3192,CHEMBL311878,Oc1ccc2oc3C(=O)c4c(O)cc(O)cc4Oc3c2c1,2951.0
3193,CHEMBL189039,Oc1ccc(cc1)c2oc3c(CBr)cc(O)cc3n2,2975.0
3194,CHEMBL207101,Oc1cc(O)c2C(=S)N(C=Nc2c1)c3ccc(O)c(F)c3,3080.0
3195,CHEMBL347927,CC(C)CCc1cc(NCC(C)C)nc(NCC(C)C)n1,3100.0
3196,CHEMBL511812,CC[C@@]12C[C@H](O)[C@@](O)(C[C@H]1CCc3cc(O)ccc23)c4ccccc4,3400.0
3197,CHEMBL188613,Oc1cc(C=C)c2oc(nc2c1)c3cc(F)c(O)cc3F,4040.0
3198,CHEMBL44,Oc1ccc(cc1)C2=COc3cc(O)cc(O)c3C2=O,4660.0
3199,CHEMBL393278,C[C@]12CC[C@H]3[C@@H](CC[C@H]4[C@H]5CCC[C@@]34CC[C@@H]5O)[C@@H]1CC[C@@H]2O,4990.0
3200,CHEMBL195058,Oc1ccc2cc(ccc2c1)c3ccccc3O,5000.0
3201,CHEMBL196577,CC(O)c1cc(nc2ccc(O)cc12)c3ccc(O)c(F)c3,5000.0
3202,CHEMBL396946,Oc1ccc2C(=O)N(C(=O)c2c1)c3cc(O)cc(O)c3,5000.0
3203,CHEMBL78831,Oc1ccc2c3Oc4ccccc4C(=O)c3oc2c1,5000.0
3204,CHEMBL364333,OC(=O)c1cc(O)cc2nc(oc12)c3ccc(O)cc3,5000.0
3205,CHEMBL361266,COC(=O)c1cc(O)cc2nc(oc12)c3ccc(O)cc3,5000.0
3206,CHEMBL1276308,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@H](C[C@]12C)c5ccc(cc5)N(C)C,5000.0
3207,CHEMBL312456,Oc1ccc2C(=O)c3oc4ccccc4c3Oc2c1,5000.0
3208,CHEMBL3190827,Oc1c(\C=N\c2cccc3cccnc23)sc4ccccc14,5150.58
3209,CHEMBL385028,CCC12CCC(=O)C(=C1c3ccc4[nH]nnc4c3C2)Br,5170.0
3210,CHEMBL426154,Cc1c(O)cc(O)c2C(=O)C[C@H](Oc12)c3ccc(O)cc3,5245.0
3211,CHEMBL398455,C[C@]1(O)CC[C@]2(C=C)[C@H]3CC[C@]4(C)[C@@H](O)CC[C@H]4[C@@H]3CC=C2C1,5300.0
3212,CHEMBL4066690,Cl.FC(F)(F)c1ccc2cc3nc4ccccc4c(c5ccccc5)c3cc2c1,5340.0
3213,CHEMBL492875,CC(C)CNc1nc(CCc2ccccc2)cc(n1)N(C)CC(C)C,5500.0
3214,CHEMBL3427387,COc1cccc(c1)C2=C(Cc3ccc(\C=C\C(=O)O)cc3)c4ccc(O)cc4OC2=O,5640.0
3215,CHEMBL377295,CCOC(=O)C1=C(O)\C(=C/c2oc(CNC(=O)C(=O)Nc3ccccc3)cc2)\N=C1C,5729.13
3216,CHEMBL379566,CCC12CCC(=O)C(=C1c3ccc4[nH]nc(Br)c4c3C2)C,5880.0
3217,CHEMBL44,Oc1ccc(cc1)C2=COc3cc(O)cc(O)c3C2=O,6100.0
3218,CHEMBL1082742,Cc1ccc(cc1)C(=O)C2=C(O)C(=O)N(C2c3ccc(Br)cc3)c4ccc(O)cc4,6130.0
3219,CHEMBL364110,CCCCOc1cc(ccc1O)c2oc3cc(O)ccc3n2,6240.0
3220,CHEMBL216024,CC1=C2c3ccc(O)cc3CC2(Cc4ccc(Cl)cc4)CCC1=O,6800.0
3221,CHEMBL1324290,COc1ccc2[nH]c3nc(SCc4oc(nn4)c5ccc(C)cc5)nnc3c2c1,6840.09
3222,CHEMBL1520373,COc1ccc2c(c1)C(=O)Oc3cc4oc(C)c(C)c4cc23,6904.21
3223,CHEMBL1388431,CS(=O)(=O)c1ccc2nc(NC(=O)CCC(=O)c3cccs3)sc2c1,7107.47
3224,CHEMBL2407651,C[C@@H](N1C(=O)O[C@](Cc2ccc(F)cc2)(C(=O)NCc3ccc(Cl)c(Cl)c3)C1=O)c4ccc(F)cc4,7300.0
3225,CHEMBL1587260,COc1ccc(C)cc1n2nnnc2SCC(=O)NC(=O)NCc3occc3,9477.83
3226,CHEMBL493703,CC(C)CNc1cc(NCc2ccccc2)nc(NCC(C)C)n1,9500.0
3227,CHEMBL1548231,O=C(CSc1ncccn1)Nc2oc(c3ccccc3)c(c4ccccc4)c2C#N,9581.0
3228,CHEMBL1575187,Cc1nn(c2ccccc2)c3sc(cc13)C(=O)OCN4C(=O)c5ccccc5C4=O,9753.2
3229,CHEMBL1163598,Cc1ccc(cc1)C(=O)CC(Nc2ccc(cc2)[N+](=O)[O-])c3cccc(F)c3,10000.0
3230,CHEMBL1087682,Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@H]3c5ccc(OCCCN6C(=O)CCC6=O)cc5,10000.0
3231,CHEMBL1087812,Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@H]3c5ccc(OCCN6CCOCC6)cc5,10000.0
3232,CHEMBL1094797,CCCC1=C([C@@H](C(=C(C)N1)C#N)c2ccnc3ccccc23)C(=O)OCC,10000.0
3233,CHEMBL1083179,Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@H]3c5ccc(OCCN6CCSCC6)cc5,10000.0
3234,CHEMBL1083497,CN1CCN(CCOc2cccc(c2)[C@H]3Oc4cc(O)ccc4C5=C3c6ccc(O)cc6OCC5)CC1,10000.0
3235,CHEMBL1083805,CN1CCN(CCOc2cccc(c2)[C@@H]3Oc4cc(O)ccc4C5=C3c6ccc(O)cc6OCC5)CC1,10000.0
3236,CHEMBL246140,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C=C)[C@@H]1CC[C@@H]2O,10000.0
3237,CHEMBL195723,C[C@]12Cc3cnn(c3C=C1CCC24O[C@H](C=C)[C@H](O4)C=C)c5ccc(F)cc5,10000.0
3238,CHEMBL204959,Cc1cccc2c3ccc(O)c(C)c3OC(=O)c12,10000.0
3239,CHEMBL212923,O=C1CCC2(Cc3ccccc3)Cc4c(ccc5[nH]ncc45)C2=C1,10000.0
3240,CHEMBL522432,Cn1c(ccc1c2ccc3NC(=O)COC(C)(c4ccsc4)c3c2)C#N,10000.0
3241,CHEMBL515671,CC[C@@]12C[C@H](O)[C@@](O)(C[C@H]1CCc3cc(OCc4cccnc4C)ccc23)C#CC,10000.0
3242,CHEMBL520169,Cn1c(ccc1c2ccc3NC(=O)COC(c4cccs4)(c5cccs5)c3c2)C#N,10000.0
3243,CHEMBL489788,Cn1c(ccc1c2ccc3NC(=O)COC(C)(c4occc4)c3c2)C#N,10000.0
3244,CHEMBL470783,CC[C@@]12C[C@H](O)[C@@](O)(C[C@H]1CCc3cc(OCc4cccnc4C)ccc23)c5ccccc5,10000.0
3245,CHEMBL475503,COc1ccccc1CNC(=O)c2cc(nn2c3csc(CNC(=O)[C@H](C)N)c3)C(F)(F)F,10000.0
3246,CHEMBL83,CC\C(=C(/c1ccccc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,10000.0
3247,CHEMBL457242,CC[C@@]12[C@H](O)C[C@@](O)(C[C@H]1CCc3cc(O)ccc23)C#CC,10000.0
3248,CHEMBL434183,C[C@H]1C[C@H](C)OC2(CCC3=Cc4c(C[C@]23C)cnn4c5ccc(F)cc5)O1,10000.0
3249,CHEMBL386630,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2O,10000.0
3250,CHEMBL388474,Oc1ccc(cc1)N2C(=O)c3ccccc3C2=O,10000.0
